type,title,rating,duration,listed_in,IMDb,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
TV Show,aws deepracer tv,ALL,1 Season,"Documentary, SpecialInterest",5.6,blaine sundrud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,antony firingee,13+,147 min,Romance,5.6,uttam kumar,tanuja,asit baran,haridhan mukherjee,haradhan bandopadhyay,chhaya devi,ruma guha thakurta,bhanu bandopadhyay,jahor roy,shyam laha,nripati chatterjee,tarun kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,act 2 _ series 9,ALL,1 Season,TVShows,5.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,act 2 _ series 7,ALL,1 Season,TVShows,5.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,paranoia,PG_13,106 min,"Drama, Suspense",5.6,harrison ford,liam hemsworth,amber heard,gary oldman,lucas till,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,act 2 _ title 9,ALL,61 min,Action,5.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,act 2 _ title 8,ALL,61 min,Action,5.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,act 2 _ title 7,ALL,61 min,Action,5.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,act 2 _ title 6,ALL,61 min,Action,5.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,act 2 _ series 1,ALL,2 Seasons,TVShows,5.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,small apartments,R,96 min,"Comedy, Drama",5.6,matt lucas,billy crystal,james marsden,juno temple,peter stormare,dolph lundgren,rebel wilson,james caan,amanda plummer,johnny knoxville,rosie perez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,gonzo,R,120 min,"Arthouse, Documentary, MusicVideos_Concerts",5.6,hunter s. thompson,johnny depp,tom wolfe,jan wenner,pat buchanan,ralph steadman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,jessy & nessy,TV_G,4 Seasons,Kids,5.6,sophie feldman,jamie buchanan,alexa bauer,carter bellaimey,carla bourke,ethan bourke,vincent brimble,allegra cnockaert,shauna cullen,ã‰abha farrell,kieran farrell,charlie feighery,tiago gil batista,david keegan,shai matheson,ivy mcdonnell,naomi mcdonald,paula mcglinchey,david menkin,clementine milward,aline mowat,gordon quigley,sophie rice,alan shannon,faye stedman _ shannon,janet spencer turner,paul tylak,andres williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,mojin: the worm valley,18+,110 min,"Action, Adventure",5.6,cai hang,gu xuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,shades,16+,72 min,"Action, Comedy, Suspense",5.6,cj natoli,stephen goodman,leland montgomery,kristine crown,richard elliot,william guirola,gera hermann,sarah holterman,zack kahn,mike ludwig,dillaran martin,lindsey newell,kelley qualls,jeff sinclair,sto strouss,david terrell,rachel tucker,maria vargas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,kartha,13+,112 min,"Action, Drama, Suspense",5.6,venky,deepthi manne,sarah annaiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,enclosed,16+,188 min,"Drama, Romance",5.6,francis duru paul sambo bruno iwuoha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,bicycle kick,13+,109 min,Drama,5.6,ritwik chakraborty,ridhima ghosh,sourav banerjee,soumitra chatterjee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,battered,18+,44 min,"Action, Horror, Suspense",5.6,mia paris,carly jones,luke banham,laura lee,charles a. baird,spencer kane,marc bilker,bianca conner,jim levasseur,helen wilson,stacy firkus,molly monroe,t. patrick quinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the whereabouts of jenny,13+,95 min,"Drama, Kids",5.6,ed o'neill,debrah farentino,eve gordon,david graf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,swimming for gold,UNRATED,91 min,"Comedy, Kids",5.6,peyton list,daniel needs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,stormy weathers,16+,92 min,Action,5.6,cybill shepherd,robert beltran,charlie schlatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,zombie warz: falls the shadow,18+,89 min,"Action, Horror",5.6,ron berryessa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the morning after,18+,84 min,"Comedy, Drama, Romance",5.6,joel david moore,madeline zima,abraham benrubi,stephanie faracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the human solution,13+,100 min,Drama,5.6,david chafer,shobi rae mclean,arthur velarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,prometheus (4k uhd),R,124 min,Sci_Fi,5.6,noomi rapace,michael fassbender,guy pearce,idris elba,logan marshall_green,charlize theron,sean harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,tomorrow never dies (4k uhd),PG_13,119 min,"Action, Adventure, Suspense",5.6,pierce brosnan,jonathan pryce,michelle yeoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the a_team,PG_13,119 min,Action,5.6,liam neeson,bradley cooper,sharlto copley,jessica biel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,legends of sleepy hollow,18+,82 min,Horror,5.6,chloe dykstra,leo camacho,marilyn oran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,what happens in vegas (extended edition),NR,101 min,Comedy,5.6,cameron diaz,ashton kutcher,rob corddry,lake bell,jason sudeikis,treat williams,deirdre o'connell,michelle krusiec,dennis farina,zach galifianakis,queen latifah,krysten ritter,ricky garcia,andrew daly,benita robledo,dennis miller,amanda setton,toni busker,jessica mckee,ricardo walker,valerie orlik,ben best,clem cheung,eric zuckerman,caroline willman,thomas mcgoldrick,billy eichner,maddie corman,brian m. wixson,jerry v. lindsay,samantha ridge,richard m. schaeffer,michael p. molnar,john eisenberg,ciaran t. o'kelly,jennifer trier,michael harkins,patrick knighton,adam zuniga,aaron nauta,christopher negrin,brittany dawn beall,ariel shafir,sheena alonzo,bradley morone,cheryl cosenza,cassidy gard,meagan gordon,heather kristin,hector lincoln,matthew martini,sarah poynter,delia sheppard,tom stratford,jonathan yvon,dennis albanese,ronald e. giles,adam goodnoff_cernese,sam kalidi,joe mancini,charles pendelton,thomas torrey,,,,,,,,,,,,,,
Movie,what happens in vegas,PG_13,99 min,Comedy,5.6,cameron diaz, ashton kutcher, rob corddry, lake bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,xchange,R,109 min,"Fantasy, Sci_Fi, Suspense",5.5,stephen baldwin,pascale bussiã¨res,kim coates,kyle maclachlan,tom rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,white savior: racism in the american church,16+,62 min,"Documentary, Faith_Spirituality, SpecialInterest",5.5,ashe jaafaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,whistle stop,13+,84 min,Drama,5.5,ava gardner,george raft,victor mclaglen,tom conway,jorja curtright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,western gold,18+,56 min,"Military_War, Western",5.5,smith ballew,heather angel,leroy mason,howard p. hickman,ben alexander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,venky mama,13+,141 min,"Action, Comedy, Drama",5.5,venkatesh,chaitanya,payal rajput,raashi khanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the wedding year,R,91 min,Comedy,5.5,sarah hyland,camille hyde,zora bikangaga,laci mosley,tom conolly,grace helbig,tyler james williams,jenna dewan,matt shively,anna camp,noureen dewulf,wanda sykes,kristen johnston,patrick warburton,keith david,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,"the unauthorized beverly hills, 90210 story",TV_14,1 Season,TVShows,5.5,dan castellaneta,samantha munro,jesy mckinney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the over_the_hill gang rides again,13+,74 min,"Comedy, Western",5.5,walter brennan,fred astaire,edgar buchanan,andy devine,chill wills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the king of thieves,R,109 min,"Action, Adventure, Suspense",5.5,michael caine,charlie cox,michael gambon,jim broadbent,ray winstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the affairs of cappy ricks,13+,58 min,"Comedy, Drama",5.5,walter brennan,lyle talbot,mary brian,frank shields,frank melton,georgia caine,phyllis barry,william b. davidson,frank shannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,t_rex ranch dinosaur adventures,ALL,35 min,Kids,5.5,aaron michael,lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,symphony to rushing water,ALL,60 min,"MusicVideos_Concerts, SpecialInterest",5.5,steve's bedroom band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,symphony to iceland's gulfoss waterfall,ALL,47 min,"MusicVideos_Concerts, SpecialInterest",5.5,steves bedroom band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,sufiyum sujatayum,13+,123 min,"Drama, Romance",5.5,jayasurya,aditi rao hydari,dev mohan,siddique,mamukoya,harish kanaran,kalaranjini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,posse,PG,93 min,"Action, Drama, Western",5.5,kirk douglas,bruce dern,bo hopkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,one exciting night,13+,145 min,Suspense,5.5,carol dempster,henry hull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,new faces,NR,97 min,"Arts, Entertainment_Culture, Comedy",5.5,ronnie graham,eartha kitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,miracle kid,13+,81 min,"Action, Drama",5.5,tom neal,carol hughes,vickie lester,betty blythe,ben taggart,alex callam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,mini witch,PG,88 min,Kids,5.5,rachelle verdel,porgy franssen,annet malherbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,maserati: a hundred years against all odds,7+,89 min,Documentary,5.5,harald j. wester,nick mason,sir stirling moss,john surtees,giorgetto giugiaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,love the one you're with,18+,61 min,"Comedy, LGBTQ",5.5,donnie hue frazier,anthony bawn,danny royce,sampson mccormick,hope flood,jessica shaday,jeffery l. jones_dickson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,lost holiday,18+,78 min,"Comedy, Drama, Suspense",5.5,kate lyn sheil,william jackson harper,keith poulson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,jurassic dinosaur adventures by t_rex ranch,ALL,55 min,"Kids, SpecialInterest",5.5,lb,aaron michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,jill_michele meleã¡n: white / latina,18+,62 min,"Arts, Entertainment_Culture, Comedy, SpecialInterest",5.5,jill_michele melean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,"jenny mccarthy's dirty, sexy, funny",18+,59 min,"Arts, Entertainment_Culture, Comedy, SpecialInterest",5.5,jenny mccarthy,tiffany haddish,tammy pescatelli,lynne koplitz,justine marino,paula bel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,jack and jill vs. the world,PG_13,87 min,"Comedy, Drama",5.5,freddi prinze jr.,taryn manning,peter stebbings,vanessa parise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,in dreams,R,100 min,"Horror, Suspense",5.5,annette bening,aidan quinn,stephen rea,robert downey,paul guilfoyle,dennis boutsikaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,i had a bloody good time at house harker,16+,80 min,"Comedy, Horror",5.5,jacob givens,derek haugen,noel carroll,whitney moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,honeymoon limited,13+,72 min,"Comedy, Drama",5.5,neil hamilton,"george ""gabby"" hayes",june filmer,joy filmer,irene hervey,russell hicks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,hearts in bondage,NR,99 min,"Action, Military_War",5.5,james dunn,mae clarke,david manners,charlotte henry,george irving,"george ""gabby"" hayes",fritz leiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,ghajinikanth,ALL,138 min,"Comedy, International, Romance",5.5,arya,sayyeshaa,sampath,sathish,karunakaran,narendran,mottai rajendran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,finding grace,13+,112 min,"Drama, Kids, SpecialInterest",5.5,erin gray,paris warner,jasen wade,kisha sharon oglesby,david keith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,fighting mad (1939),13+,55 min,"Action, Adventure, Western",5.5,james newill,milburn stone,sally blane,benny rubin,dave o'brien,chief thundercloud,walter long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,feud of the west,13+,63 min,Western,5.5,hoot gibson,joan barclay,nelson mcdowell,buzz barton,reed howes,bob kortman,allen greer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,dropping the soap,TV_14,1 Season,TVShows,5.5,paul witten,kate mines,jane lynch,suzanne friedline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,doomed to die,PG,82 min,Suspense,5.5,boris karloff,grant withers,marjorie reynolds,melvin lang,william stelling,catherine craig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,docobanksy,18+,59 min,Documentary,5.5,kate brindley,robbie conal,simon hattenstone,ivan massow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,division iii: football's finest,R,98 min,Comedy,5.5,andy dick,marshall cook,bryan callen,will sasso,adam carolla,sally kirkland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,dino dan,TV_Y,4 Seasons,Kids,5.5,trek buccino,sarah carver,colin petierre,katherine forrester,allana harkin,corror price,jordyn negri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,detective di renjie 2 (hd),13+,1 Season,"Action, Drama, Suspense",5.5,liang guanhua,zhang zijian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,danger street,PG,65 min,"Drama, Suspense",5.5,jane withers,robert lowery,bill edwards,elaine riley,lyle talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,crime insiders,18+,103 min,"Action, Suspense",5.5,benoã®t magimel,bã©atrice dallle,tomer sisley,philippe caubã¨re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,"click, clack, moo: christmas at the farm",ALL,1 Season,Kids,5.5,pete davidson,rachel bloom,patton oswalt,katie crown,jim cummings,chris diamantopoulos,keith ferguson,jake green,grey griffin,tom kenny,sonya leslie,candi milo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,c.h.u.d.,R,97 min,"Fantasy, Horror, Sci_Fi",5.5,daniel stern,kim greist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,bhoot part one _ the haunted ship,16+,110 min,"Horror, International",5.5,vicky kaushal,bhumi pednekar,ashutosh rana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,beware of ladies,13+,62 min,Drama,5.5,donald cook,judith allen,george meeker,goodee montgomery,russell hopton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,bells of san angelo,13+,87 min,Western,5.5,roy rogers,trigger,dale evans,andy devine,john mcguire,olaf hytten,david sharpe,fritz leiber,hank patterson,fred 'snowflake' toones,eddie acuff,bob nolan,sons of the pioneers,doc adams,pat brady,keefe brasselle,roy bucko,whitey christy,victor cox,art dillard,hugh farr,karl farr,fred graham,jay kirby,james linn,kansas moehring,eddie parker,post park,rex rossi,tim spencer,charles sullivan,ray turner,dale van sickel,luana walters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,bananas in pyjamas live action,7+,1 Season,Kids,5.5,karina kelly,nicholas opolski,taylor owyns,jeremy scrivener,ken radley,mary_ann henshaw,shane mcnamara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,bad ink,TV_14,2 Seasons,"Documentary, SpecialInterest, Unscripted",5.5,rob ruckus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,bad ass 2: bad asses,R,91 min,"Action, Comedy",5.5,danny trejo,danny glover,andrew divoff,jacqueline obradors,elizabeth barondes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,babybus _ super rescue team,ALL,1 Season,"Animation, Kids",5.5,kiki,miumiu,hank,momo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,babybus _ nursery rhymes & kids songs (volume 3),ALL,25 min,Kids,5.5,kiki,miumiu,mimi,timi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,ashley,13+,91 min,Drama,5.5,nicole arianna fox,michael madsen,holly taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,angels in the snow,ALL,90 min,Drama,5.5,kristy swanson,chris potter,colin lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,angelina ballerina classic,TV_Y,3 Seasons,Kids,5.5,finty williams,derek jacobi,judi dench,jo wyatt,keith wickham,jonell elliott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,vinaya vidheya rama,16+,145 min,"Action, Drama, International",5.5,ram charan,kiara advani,vivek oberai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,revenge in kind,16+,89 min,"Drama, Suspense",5.5,chad halbrook,sasha higgins,chester gayao,abel becerra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,nat turner: a troublesome property,18+,57 min,"Documentary, Drama, SpecialInterest",5.5,herbert aptheker,ayuko babu,charles burnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,assault on wall street,R,99 min,"Action, Suspense",5.5,dominic purcell,erin karpluk,edward furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,stratton,R,95 min,"Action, Suspense",5.5,dominic cooper,austin stowell,gemma chan,connie nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,fanney khan,13+,129 min,"Arts, Entertainment_Culture, Comedy, Drama",5.5,aishwarya rai bachchan,anil kapoor,rajkummar rao,divya dutta,swati semwal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the one who hears :: a call to obedience,7+,98 min,"Documentary, Faith_Spirituality, SpecialInterest",5.5,kyle lance martin,dr. robert e. coleman,bobby harrington,michael miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,rudderless,R,105 min,"Comedy, Drama",5.5,billy crudup,anton yelchin,felicity huffman,jamie chung,selena gomez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,as it happened: guadalcanal,13+,44 min,Documentary,5.5,stephen rashbrook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,jeremiah watkins: family reunion,16+,61 min,"Arts, Entertainment_Culture, Comedy",5.5,jeremiah watkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,sweet karma,R,86 min,"Drama, Suspense",5.5,shera bechard,john tokatlidis,frank j. zupancic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
