type,title,rating,duration,listed_in,IMDb,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Movie,what are the odds?,TV-MA,92 min,"Comedies, Dramas, IndependentMovies",5.3,yashaswini dayama,karanvir malhotra,abhay deol,priyanka bose,monica dogra,sulabha arya,manu rishi chadha,ananya melkote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,monthly girls' nozaki kun,TV-PG,1 Season,"AnimeSeries, RomanticTVShows",5.3,yuichi nakamura,ari ozawa,nobuhiko okamoto,yuki ono,ryohei kimura,mai nakahara,miyuki sawashiro,mamoru miyano,marie miyake,ayako kawasumi,kenta miyake,daisuke ono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,what a girl wants,PG,105 min,"Children_FamilyMovies, Comedies",5.3,amanda bynes,colin firth,kelly preston,eileen atkins,anna chancellor,jonathan pryce,oliver james,christina cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,bir baba hindu,TV-MA,107 min,"Action_Adventure, Comedies, InternationalMovies",5.3,sermiyan midyat,åžafak sezer,nicole faria,burak satä±bol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,el dragã³n: return of a warrior,TV-MA,2 Seasons,"CrimeTVShows, InternationalTvShows, Spanish_LanguageTVShows",5.3,sebastiã¡n rulli,renata notni,roberto mateos,irina baeva,cassandra sã¡nchez navarro,manuel balbi,javier gã³mez,alejandro ãvila,sofã­a castro,juan pablo gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,maurã­cio meirelles: generating chaos,TV-MA,63 min,StandUpComedy,5.3,maurã­cio meirelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,spenser confidential,R,111 min,"Action_Adventure, Comedies",5.3,mark wahlberg,winston duke,alan arkin,bokeem woodbine,iliza shlesinger,hope olaide wilson,marc maron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,dreamworks shrek's swamp stories,TV-PG,1 Season,"KidsTV, TVAction_Adventure, TVComedies",5.3,mike myers,eddie murphy,cameron diaz,antonio banderas,kristen schaal,simon cowell,gilles marini,charlotte newhouse,dean edwards,cody cameron,christopher knights,conrad vernon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,uppity: the willy t. ribbs story,TV-MA,106 min,"Documentaries, SportsMovies",5.3,willy t. ribbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the brave,TV-MA,103 min,"Action_Adventure, IndependentMovies",5.3,armand assante,louis mandylor,yuriy kutsenko,ravshana kurkova,igor jijikine,ivan makarevich,bessart kallaku,ervin bejleri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,it comes at night,R,92 min,"HorrorMovies, IndependentMovies",5.3,joel edgerton,christopher abbott,carmen ejogo,riley keough,kelvin harrison jr.,david pendleton,griffin robert faulkner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,cut bank,R,93 min,"Dramas, Thrillers",5.3,liam hemsworth,teresa palmer,billy bob thornton,bruce dern,john malkovich,michael stuhlbarg,oliver platt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,suffragette,PG-13,107 min,"Dramas, InternationalMovies",5.3,carey mulligan,helena bonham carter,brendan gleeson,anne-marie duff,ben whishaw,romola garai,meryl streep,finbar lynch,natalie press,samuel west,geoff bell,amanda lawrence,shelley longworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,big time movie,TV-PG,68 min,"Children_FamilyMovies, Comedies, Music_Musicals",5.3,kendall schmidt,james maslow,carlos penavega,logan henderson,ciara bravo,challen cates,tanya chisholm,stephen kramer glickman,trevor devall,christopher shyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,victorious,TV-G,3 Seasons,"KidsTV, TVComedies",5.3,victoria justice,leon thomas iii,matt bennett,elizabeth gillies,ariana grande,avan jogia,daniella monet,michael eric reid,jake farrow,eric lange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,echo in the canyon,PG-13,82 min,"Documentaries, Music_Musicals",5.3,jakob dylan,ringo starr,michelle phillips,stephen stills,regina spektor,beck,eric clapton,tom petty,jackson browne,norah jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,second 20s,TV-14,1 Season,"InternationalTvShows, KoreanTVShows, RomanticTVShows",5.3,choi ji-woo,lee sang-yun,choi won-young,kim min-jae,son na-eun,jung soo-young,choi yoon-so,park hyo-ju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,svaha: the sixth finger,TV-MA,123 min,"InternationalMovies, Thrillers",5.3,lee jung-jae,park jung-min,lee jae-in,yoo ji-tae,jung jin-young,lee da-wit,jin seon-kyu,ji seung-hyeon,min tanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,cupcake _ dino - general services,TV-Y7,2 Seasons,"KidsTV, TVComedies",5.3,justin collette,mark little,kyle dooley,mark forward,joris jarksy,julie lemieux,kayla lorette,julie sype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,crazy ex-girlfriend,TV-MA,4 Seasons,"RomanticTVShows, TVComedies",5.3,rachel bloom,vincent rodriguez iii,santino fontana,donna lynne champlin,pete gardner,vella lovell,gabrielle ruiz,scott michael foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,liss pereira: reteniendo lã­quidos,TV-14,59 min,StandUpComedy,5.3,liss pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,ainori love wagon: asian journey,TV-MA,2 Seasons,"InternationalTvShows, RealityTV, RomanticTVShows",5.3,becky,audrey,mayuko kawakita,shimon okura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,my husband won't fit,TV-MA,1 Season,"InternationalTvShows, RomanticTVShows, TVDramas",5.3,natsumi ishibashi,aoi nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,echcharikkai,TV-14,127 min,"InternationalMovies, Thrillers",5.3,sathyaraj,varalakshmi sarathkumar,kishore kumar g.,vivek rajgopal,jayakumar,yogi babu,soundar,l. alice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,miss j contemplates her choice,TV-MA,89 min,"Dramas, InternationalMovies, Thrillers",5.3,kit chan,xiang yun,bobby tonelli,shane pow,seraph sun,marcus chiau,sierra bustos,amy cheng,lin yu hui,youyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,don't go breaking my heart 2,TV-14,113 min,"Comedies, InternationalMovies, RomanticMovies",5.3,louis koo,gao yuanyuan,miriam chin wah yeung,vic chou,daniel wu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,1983,TV-MA,1 Season,"CrimeTVShows, InternationalTvShows, TVDramas",5.3,robert wiä™ckiewicz,maciej musiaå‚,michalina olszaå„ska,andrzej chyra,clive russell,zofia wichå‚acz,edyta olszã³wka,mateusz koå›ciukiewicz,ewa bå‚aszczyk,vu le hong,tomasz wå‚osok,krzysztof wach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,sofia the first,TV-Y,4 Seasons,KidsTV,5.3,ariel winter,darcy rose byrnes,sara ramirez,tim gunn,coco grayson,travis willingham,wayne brady,jess harnell,meghan strange,zach callison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,kisaan,TV-14,101 min,"Action_Adventure, Dramas, InternationalMovies",5.3,jackie shroff,arbaaz khan,sohail khan,diya mirza,nauheed cyrusi,sharat saxena,dalip tahil,vishwajeet pradhan,sarfaraz khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,race,TV-14,155 min,"Action_Adventure, InternationalMovies, Music_Musicals",5.3,saif ali khan,akshaye khanna,katrina kaif,bipasha basu,anil kapoor,sameera reddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,saadey cm saab,TV-PG,131 min,"Comedies, Dramas, InternationalMovies",5.3,harbhajan mann,kashish singh,gurpreet guggi,rahul singh,dev gill,inder bajwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,stretch armstrong _ the flex fighters,TV-Y7,2 Seasons,KidsTV,5.3,scott menville,steven yeun,ogie banks,wil wheaton,keith david,miguel ferrer,david kaye,kate mulgrew,nazneen contractor,felicia day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,stay here,TV-PG,1 Season,RealityTV,5.3,genevieve gorder,peter lorimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,2 states,TV-PG,143 min,"Comedies, Dramas, InternationalMovies",5.3,alia bhatt,arjun kapoor,ronit roy,amrita singh,revathy,aru krishansh verma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,da kath _ kim code,TV-PG,82 min,Movies,5.3,jane turner,gina riley,glenn robbins,peter rowsthorn,magda szubanski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,deewana main deewana,TV-14,107 min,"Comedies, Dramas, InternationalMovies",5.3,govinda,priyanka chopra,kader khan,prem chopra,shakti kapoor,sharat saxena,himani shivpuri,johnny lever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,katt williams: american hustle (the movie),TV-MA,89 min,StandUpComedy,5.3,katt williams,da brat,snoop dogg,tamala jones,jeremy piven,ludacris,melanie comarcho,red grant,alphonso mcauley,damaine radcliff,taran killam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,goodnight dj 1,TV-14,2 Seasons,"InternationalTvShows, TVDramas, TVHorror",5.3,chan fong,z-chen,frederick lee,melvin sia,chris tong,rickman chia,henley hii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,the honeymoon stand up special,TV-MA,1 Season,"StandUpComedy _ Talk Shows, TVComedies",5.3,natasha leggero,moshe kasher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,doctor foster,TV-MA,2 Seasons,"BritishTVShows, InternationalTvShows, RomanticTVShows",5.3,suranne jones,bertie carvel,clare-hope ashitey,cheryl campbell,jodie comer,victoria hamilton,martha howe-douglas,adam james,thusitha jayasundera,sara stewart,neil stuke,tom taylor,robert pugh,shazia nicholls,cian barry,megan roberts,charlie cunniffe,navin chowdhry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,swades,TV-PG,185 min,"Dramas, InternationalMovies",5.3,shah rukh khan,gayatri joshi,kishori balal,smith seth,lekh tandon,rajesh vivek,daya shankar pandey,farrukh jaffar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,el camino christmas,TV-MA,89 min,"Comedies, Dramas",5.3,jessica alba,tim allen,dax shepard,vincent d'onofrio,luke grimes,kurtwood smith,michelle mylett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,hans teeuwen: real rancour,TV-MA,86 min,StandUpComedy,5.3,hans teeuwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,yaar gaddar,TV-14,148 min,"Dramas, InternationalMovies",5.3,mithun chakraborty,saif ali khan,somy ali,prem chopra,gulshan grover,puneet issar,himani shivpuri,johnny lever,yunus parvez,umesh shukla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,bibi _ tina ii,TV-14,105 min,"Children_FamilyMovies, Music_Musicals",5.3,lina larissa strahl,lisa-marie koroll,louis held,emilio moutaoukkil,michael maertens,martin seifert,winnie bã¶we,fabian buch,mavie hã¶rbiger,olli schulz,charly hã¼bner,milan peschel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,"michael bolton's big, sexy valentine's day special",TV-MA,54 min,"Comedies, Music_Musicals, RomanticMovies",5.3,michael bolton,andy samberg,will forte,kenny g,maya rudolph,adam scott,janeane garofalo,brooke shields,sinbad,michael sheen,tim robinson,bob saget,mary holland,andy richter,colton dunn,david theune,randall park,sarah silverman,mary sohn,fred armisen,matthew kimbrough,maya erskine,louie anderson,claudia o'doherty,kate berlant,baron vaughn,zachary oyama,casey wilson,sarah shahi,jimmy graham,luka jones,akiva schaffer,eric andrã©,scott aukerman,nicole byer,dave ferguson,tim kalpakis,mike hanford,mircea monroe,chris parnell,sal stowers,,,,,,,,,
Movie,rampage: president down,TV-MA,100 min,"Action_Adventure, InternationalMovies",5.3,brendan fletcher,steve baran,ryan mcdonell,scott patey,loretta walsh,zain meghji,crystal lowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,santa pac's merry berry day,TV-Y,44 min,Movies,5.3,erin mathews,sam vincent,andrea libman,ashleigh ball,ian james corlett,brian drummond,lee tockar,matt hill,richard newman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,old money,TV-MA,1 Season,"InternationalTvShows, TVComedies, TVDramas",5.3,udo kier,sunnyi melles,nicholas ofczarek,manuel rubey,nora von waldstã¤tten,thomas stipsits,ursula strauss,robert palfrader,simon schwarz,johannes krisch,lukas miko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,jeff foxworthy and larry the cable guy: weâ€™ve been thinking...,TV-14,75 min,StandUpComedy,5.3,jeff foxworthy,larry the cable guy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,pee-wee's big holiday,TV-PG,90 min,"Children_FamilyMovies, Comedies, CultMovies",5.3,paul reubens,joe manganiello,jessica pohly,alia shawkat,stephanie beatriz,brad william henke,hal landon jr.,diane salinger,patrick egan,tara buck,richard riehle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,187,R,119 min,Dramas,5.3,samuel l. jackson,john heard,kelly rowan,clifton collins jr.,tony plana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,a holiday engagement,TV-G,92 min,"Children_FamilyMovies, Comedies, RomanticMovies",5.3,bonnie somerville,shelley long,jordan bridges,sam mcmurray,haylie duff,sam horrigan,carrie wiita,chris mckenna,edi patterson,jennifer elise cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,a.m.i.,TV-MA,77 min,HorrorMovies,5.3,debs howard,philip granger,sam robert muik,havana guppy,bonnie hay,veronica hampson,lori triolo,andrew coghlan,laura mitchell,elinet louicius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,act of vengeance,NR,112 min,"Action_Adventure, InternationalMovies",5.3,haluk bilginer,mahsun kä±rmä±zä±gã¼l,mustafa sandal,gina gershon,robert patrick,danny glover,engin altan dã¼zyatan,scott william winters,sharrieff pugh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,always a bridesmaid,TV-14,98 min,"Comedies, RomanticMovies",5.3,javicia leslie,jordan calloway,richard lawson,yvette nicole brown,michelle mitchenor,amber chardae robinson,jasmin brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,as good as it gets,PG-13,139 min,"Comedies, RomanticMovies",5.3,jack nicholson,helen hunt,greg kinnear,cuba gooding jr.,skeet ulrich,shirley knight,yeardley smith,lupe ontiveros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,barbie in a mermaid tale,TV-Y,74 min,Children_FamilyMovies,5.3,kelly sheridan,kathleen barr,tabitha st. germain,peter mel,nakia burrise,maryke hendrikse,emma pierson,ciara janson,garry chalk,nicole oliver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,big fat liar,PG,88 min,"Children_FamilyMovies, Comedies",5.3,frankie muniz,paul giamatti,amanda bynes,amanda detmer,donald faison,sandra oh,russell hornsby,michael bryan french,christine tucci,lee majors,john cho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,black snow,TV-MA,91 min,"Dramas, InternationalMovies, Thrillers",5.3,ricardo darã­n,leonardo sbaraglia,laia costa,federico luppi,dolores fonzi,andrã©s herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,brain games,TV-G,3 Seasons,"Docuseries, Science _ Nature TV",5.3,jason silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,brave miss world,TV-14,1 Season,"CrimeTVShows, Docuseries",5.3,linor abargil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,bruno and boots: go jump in the pool,TV-PG,91 min,"Children_FamilyMovies, Comedies",5.3,jonny gray,callan potter,peter keleghan,hannah vandenbygaart,kiana madeira,joshua kilimnik,drew haytaoglu,isiah lea,scott thompson,caroline rhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,cahaya dari timur beta maluku,TV-14,151 min,"Dramas, InternationalMovies, SportsMovies",5.3,chicco jerikho,abdurrahman arif,jajang c. noer,ridho hafiedz,leo maitimu,shafira umm,glenn fredly,aufa assagaf,burhanuddin ohorella,bebeto leutually,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,concussion,R,96 min,"Dramas, IndependentMovies, LGBTQMovies",5.3,robin weigert,maggie siff,johnathan tchaikovsky,ben shenkman,janel moloney,emily kinney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,contract,TV-14,116 min,"Action_Adventure, Dramas, IndependentMovies",5.3,adhvik mahajan,prasad purandhare,sakshi gulati,zakir hussain,amruta subhash,kishore kadam,sumeet nijhawan,upyendra limaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,cool hand luke,TV-14,127 min,"ClassicMovies, Dramas",5.3,paul newman,george kennedy,j.d. cannon,lou antonio,robert drivas,strother martin,jo van fleet,harry dean stanton,dennis hopper,joe don baker,james gammon,wayne rogers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,dear dad,TV-14,83 min,"Comedies, Dramas, IndependentMovies",5.3,arvind swamy,himanshu sharma,ekavali khanna,aman uppal,bhavika bhasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,doomsday preppers,TV-14,1 Season,"RealityTV, Science _ Nature TV",5.3,michael izquierdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,dragonheart: a new beginning,PG,84 min,"Action_Adventure, Sci_Fi_Fantasy",5.3,christopher masterson,harry van gorkum,rona figueroa,matt hickey,henry o,tom burke,robby benson,ken shorter,john woodnutt,lubomir misak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,freeway: crack in the system,R,103 min,Documentaries,5.3,freeway rick ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,holidays,TV-MA,106 min,"Comedies, HorrorMovies",5.3,madeleine coghlan,savannah kennick,ruth bradley,ava acres,sophie traub,jocelin donahue,harley morenstein,harley quinn smith,ashley greene,olivia roush,seth green,clare grant,lorenza izzo,andrew bowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,holy man 2,TV-14,92 min,"Comedies, Faith _ Spirituality, InternationalMovies",5.3,apisit opasaimlikit,suthep po-ngam,phichet iamchaonaa,note chern-yim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,how to be a latin lover,PG-13,116 min,Comedies,5.3,eugenio derbez,salma hayek,rob lowe,raphael alejandro,kristen bell,raquel welch,linda lavin,renã©e taylor,rob riggle,rob corddry,rob huebel,michael cera,michaela watkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,junebug,R,107 min,"Comedies, Dramas, IndependentMovies",5.3,amy adams,embeth davidtz,ben mckenzie,alessandro nivola,frank hoyt taylor,celia weston,scott wilson,jill wagner,victoria jackson,chuck russell,jerry minor,matt besser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,little men,PG,85 min,"Dramas, IndependentMovies",5.3,greg kinnear,jennifer ehle,paulina garcã­a,alfred molina,michael barbieri,theo taplitz,talia balsam,maliq johnson,anthony a. flamminio,madison wright,john procaccino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,little nicky,PG-13,90 min,Comedies,5.3,adam sandler,patricia arquette,harvey keitel,rhys ifans,allen covert,tommy 'tiny' lister,kevin nealon,jon lovitz,michael mckean,quentin tarantino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,martial arts of shaolin,R,90 min,"Action_Adventure, InternationalMovies",5.3,jet li,jianqiang hu,qiuyan huang,qingfu pan,yu chenghui,yu hai,jianwen zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,mission of honor,TV-MA,107 min,"Action_Adventure, Dramas",5.3,iwan rheon,milo gibson,stefanie martini,marcin dorociå„ski,krystof hã¡dek,christopher jaciow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,nova: ultimate mars challenge,TV-G,53 min,Movies,5.3,lance lewman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,omar and salma 3,TV-MA,97 min,"Comedies, InternationalMovies, RomanticMovies",5.3,tamer hosny,mai ezzidine,ezzat abou aouf,lamitta frangieh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,our godfather,TV-MA,93 min,"Documentaries, InternationalMovies",5.3,tommaso buscetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,pope francis: a man of his word,PG,96 min,"Documentaries, Faith _ Spirituality, InternationalMovies",5.3,pope francis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,rampant,TV-MA,122 min,"Action_Adventure, HorrorMovies, InternationalMovies",5.3,hyun bin,jang dong-gun,jo woo-jin,jeong man-sik,lee sun-bin,kim eui-sung,cho dal-hwan,seo ji-hye,kim tae-woo,kim joo-hyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,revenge,TV-MA,1 Season,"CrimeTVShows, InternationalTvShows, TVDramas",5.3,lalita panyopas,saksit tangtong,tao somchai khemklad,tack parunyu rojanawuttitum,pongsatorn jongwilas,chaleumpol tikumpornteerawong,akarin akaranitimaytharatt,kanthi pitithan,plerng pollapakk vacharaponghiran,kritteera inpornwijit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,rishta.com,TV-14,1 Season,"InternationalTvShows, RomanticTVShows, TVComedies",5.3,shruti seth,kavi shastri,siddhant karnick,kavin dave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,rocky iv,PG,92 min,"Dramas, SportsMovies",5.3,sylvester stallone,talia shire,burt young,carl weathers,dolph lundgren,brigitte nielsen,tony burton,michael pataki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,sadece sen,TV-MA,105 min,"Dramas, InternationalMovies, RomanticMovies",5.3,belã§im bilgin,ä°brahim ã‡elikkol,kerem can,necmi yapä±cä±,levent sã¼lã¼n,barä±åÿ arduã§,erol gedik,cezmi baskä±n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,sarvopari palakkaran,TV-14,133 min,"Dramas, InternationalMovies",5.3,anoop menon,alencier ley lopez,balu varghese,aparna balamurali,anu sithara,gayathri arun,nandu,chali pala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,savage dog,TV-MA,95 min,"Action_Adventure, IndependentMovies",5.3,scott adkins,juju chan,marko zaror,vladimir kulich,charles fathy,matthew marsden,keith david,luke massy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,saving mr. banks,PG-13,126 min,"Comedies, Dramas",5.3,emma thompson,tom hanks,paul giamatti,jason schwartzman,colin farrell,bradley whitford,annie buckley,ruth wilson,b.j. novak,rachel griffiths,kathy baker,melanie paxson,andy mcphee,jerry hauck,mia serafino,michelle arthur,demetrius grosse,steven cabral,david ross paterson,ronan vibert,luke baines,dendrie taylor,laura waddell,paul tassone,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,saving zoã«,R,95 min,Dramas,5.3,laura marano,vanessa marano,christopher tavarez,giorgia whigham,michael provost,nathaniel buzolic,ken jeong,annie jacob,evan castelloe,whitney goin,jason davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,sleeping with other people,R,101 min,"Comedies, Dramas, IndependentMovies",5.3,jason sudeikis,alison brie,adam scott,jason mantzoukas,natasha lyonne,adam brody,amanda peet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,spotlight,R,129 min,"Dramas, IndependentMovies",5.3,mark ruffalo,michael keaton,rachel mcadams,liev schreiber,john slattery,brian d'arcy james,stanley tucci,billy crudup,paul guilfoyle,jamey sheridan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,stoked,TV-PG,1 Season,KidsTV,5.3,terry mcgurrin,katie crown,kristin fairlie,mazin elsadig,anastasia phillips,arnold pinnock,jamie spilchuk,lauren lipson,fiona reid,jeff geddis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,stonehearst asylum,PG-13,113 min,"HorrorMovies, Thrillers",5.3,kate beckinsale,jim sturgess,david thewlis,brendan gleeson,ben kingsley,michael caine,jason flemyng,sophie kennedy clark,sinã©ad cusack,edmund kingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,terrifier,TV-MA,84 min,"HorrorMovies, IndependentMovies, Thrillers",5.3,jenna kanell,samantha scaffidi,david howard thornton,catherine corcoran,pooya mohseni,matt mcallister,katie maguire,gino cafarelli,cory duval,michael leavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the battle of midway,TV-14,18 min,"ClassicMovies, Documentaries",5.3,henry fonda,jane darwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
