type,title,rating,duration,listed_in,IMDb,c0,c1,c2,c3,c4,c5,c6
TV Show,iron man (series),TV_Y7,1 Season,"Action, Adventure, Animation, Kids",5.9,robert hays,james avery,ed gilbert,jim cummings,tony steedman,james warwick,
Movie,rip girls,TV_G,87 min,"ComingOfAge, Drama",5.9,camilla belle,dwier brown,stacie hess,brian stark,jeanne mori,lauren sinclair,
Movie,sacred planet,G,47 min,"Animals_Nature, Documentary, Family",5.9,robert redford,arapata mckay,tsaan ciqae,mae tui,cy peck jr.,mutang urud,
Movie,tall tale,PG,97 min,"Action, Adventure, Western",5.9,scott glenn,oliver platt,nick stahl,stephen lang,roger brown,jared harris,
Movie,teen beach movie,TV_G,97 min,"ComingOfAge, Fantasy, Musical",5.9,ross lynch,maia mitchell,grace phipps,garrett clayton,john deluca,chrissie fit,
Movie,the black hole,PG,98 min,"Action, Adventure, Sci_Fi, Thriller",5.9,maximilian schell,anthony perkins,robert forster,joseph bottoms,yvette mimieux,ernest borgnine,
TV Show,the book of once upon a time,TV_Y,4 Seasons,"Animation, Anthology, Kids",5.9,kate mulvany,,,,,,
Movie,the strongest man in the world,G,92 min,"Comedy, Family, Sci_Fi",5.9,kurt russell,joe flynn,eve arden,cesar romero,phil silvers,dick van patten,
Movie,the thirteenth year,TV_G,89 min,"ComingOfAge, Fantasy",5.9,chez starbuck,dave coulier,lisa sullivan,justin ross,courtnee draper,tim redwine,
Movie,tiger cruise,TV_PG,88 min,"Drama, Family",5.9,hayden panettiere,troy evans,bianca collins,nathaniel lee jr.,nathaniel lee,mercedes colon,
Movie,the queen family singalong,TV_PG,41 min,Musical,5.8,darren criss,adam lambert,derek hough,alexander jean,fall out boy,jimmie allen,
Movie,confessions of a shopaholic,PG,106 min,"Comedy, Romance, Romantic Comedy",5.8,isla fisher,hugh dancy,joan cusack,john goodman,john lithgow,kristin scott thomas,
Movie,gender revolution: a journey with katie couric,TV_14,93 min,Documentary,5.8,katie couric,,,,,,
Movie,the disney holiday singalong,TV_G,45 min,"Family, Music, Variety",5.8,ryan seacrest,andrea bocelli,bts ,michael bublã©,ciara ,chloe x halle,
Movie,disney zombies 2,TV_G,84 min,"ComingOfAge, Fantasy, Musical",5.8,milo manheim,meg donnelly,trevor tordjman,kylee russell,carla jeffery,chandler kinney,
Movie,black is king,TV_14,86 min,"Dance, Music, Musical",5.8,beyoncã© knowles_carter,,,,,,
Movie,percy jackson & the olympians: the lightning thief,PG,119 min,"Action, Adventure, Family, Fantasy",5.8,logan lerman,brandon t. jackson,alexandra daddario,sean bean,pierce brosnan,steve coogan,
Movie,homeward bound ii: lost in san francisco,G,90 min,"Action, Adventure, Animals_Nature, Family",5.8,robert hays,kim greist,veronica lauren,kevin chevalia,benj thall,max perlich,
Movie,a ring of endless light,TV_G,88 min,"ComingOfAge, Drama, Romance",5.8,mischa barton,ryan merriman,jared padalecki,scarlett pomers,soren fulton,chris kirby,
Movie,aladdin: the return of jafar,G,71 min,"Action, Adventure, Animation, Family",5.8,jason alexander,jeff bennett,val bettin,liz callaway,dan castellaneta,jim cummings,
Movie,disney bad hair day,TV_G,93 min,"Buddy, Comedy, ComingOfAge",5.8,laura marano,leigh_allyn baker,christian campbell,alain goulem,christian paul,kiana madeira,
Movie,jack,PG_13,113 min,"Comedy, ComingOfAge, Drama",5.8,robin williams,diane lane,brian kerwin,jennifer lopez,bill cosby,fran drescher,
Movie,journey to the center of the earth,G,130 min,"Action, Adventure, Family, Sci_Fi",5.8,pat boone,james mason,arlene dahl,diane baker,thayer david,peter ronson,
Movie,kronk's new groove,G,78 min,"Animation, Comedy, ComingOfAge",5.8,patrick warburton,tracey ullman,eartha kitt,david spade,john goodman,wendie malick,
Movie,minutemen,TV_G,91 min,"Action, Adventure, Comedy, Sci_Fi",5.8,jason dolley,luke benward,nicholas braun,chelsea staub,steven mcqueen,kara crane,
Movie,mom's got a date with a vampire,TV_PG,83 min,"Comedy, Fantasy",5.8,matthew o'leary,laura vandervoort,myles jeffrey,caroline rhea,charles shaughnessy,robert carradine,
Movie,peter pan: return to never land,G,77 min,"Action, Adventure, Animation, Family",5.8,harriet owen,blayne weaver,corey burton,jeff bennett,kath soucie,andrew mcdonough,
Movie,snowglobe,TV_PG,90 min,"Comedy, Family, Fantasy",5.8,christina milian,erin karpluk,hilda doherty,jason schombing,james kot,andrew krivanek,
TV Show,spider_woman,TV_Y7,1 Season,"Action, Adventure, Animation, Kids",5.8,joan ark,bruce miller,bryan scott,lou krugman,dick tufeld,,
Movie,the biscuit eater,G,93 min,"Animals_Nature, Drama, Family",5.8,earl holliman,patricia crowley,lew ayres,godfrey cambridge,beah richards,clifton james,
Movie,the castaway cowboy,G,91 min,"Action, Adventure, Family, Western",5.8,james garner,vera miles,robert culp,eric shea,elizabeth smith,manu tupou,
Movie,the princess diaries 2: royal engagement,G,114 min,"Comedy, Family, Romance",5.8,anne hathaway,heather matarazzo,john rhys_davies,chris pine,callum blue,kathleen marshall,
Movie,the shaggy d.a.,G,92 min,"Comedy, Family, Fantasy",5.8,dean jones,tim conway,suzanne pleshette,keenan wynn,jo worley,dick van patten,
Movie,the proud family: louder and prouder,TV_G,1 min,"Animation, Comedy, ComingOfAge",5.7,kyla pratt,tommy davidson,paula jai parker,jomarie payton,cedric the entertainer,,
Movie,jingle all the way,PG,90 min,"Comedy, Family",5.7,arnold schwarzenegger,sinbad,phil hartman,rita wilson,robert conrad,martin mull,
TV Show,disney's magic bake_off,TV_G,1 Season,"Family, GameShow",5.7,issac ryan brown,dara reneã©,graciela gomez,,,,
Movie,descendants: royal wedding,TV_G,22 min,"Animation, Fantasy, Musical",5.7,dove cameron,sofia carson,booboo stewart,mitchell hope,sarah jeffery,melanie paxson,
Movie,x_men: dark phoenix,PG_13,115 min,"Action, Adventure, Family, Sci_Fi",5.7,james mcavoy,michael fassbender,jennifer lawrence,nicholas hoult,sophie turner,tye sheridan,
Movie,fantastic four,PG_13,106 min,"Action, Adventure, Family, Sci_Fi",5.7,ioan gruffudd,jessica alba,chris evans,michael chiklis,julian mcmahon,kerry washington,
TV Show,chip 'n' dale: park life,TV_Y7,1 Season,"Animation, Buddy, Comedy",5.7,matthew gã©czy,kaycie chase,bill farmer,sylvain caruso,,,
TV Show,turning the tables with robin roberts,TV_PG,1 Season,TalkShow,5.7,robin roberts,,,,,,
Movie,secrets of the bull shark,TV_14,44 min,"Animals_Nature, Documentary",5.7,keston john,,,,,,
Movie,strange magic,PG,101 min,"Action, Adventure, Animation, Family",5.7,alan cumming,evan rachel wood,elijah kelley,meredith anne bull,sam palladio,kristin chenoweth,
TV Show,mickey go local,TV_G,1 Season,"Animation, Comedy, Kids",5.7,azran bin ahmad,rozita binti mohamed hussain,shamsir bin mohd shahar,suzana binti ahmad,,,
Movie,myth: a frozen tale,TV_G,12 min,"Animation, Family, Fantasy",5.7,evan rachel wood,,,,,,
TV Show,pair of kings,TV_Y7,3 Seasons,"Action, Adventure, Comedy, ComingOfAge",5.7,mitchel musso,doc shaw,kelsey chow,ryan ochoa,geno segers,,
Movie,you again,PG,106 min,Comedy,5.7,kristen bell,sigourney weaver,jamie lee curtis,odette yustman,kristin chenoweth,victor garber,
Movie,mulan,PG_13,117 min,"Action, Adventure, ComingOfAge, Drama",5.7,yifei liu,donnie yen,gong li,jet li,jason lee,yoson an,
Movie,planes,PG,94 min,"Action, Adventure, Animation, Comedy",5.7,dane cook,stacy keach,brad garrett,teri hatcher,julia louis_dreyfus,priyanka chopra,
TV Show,coop & cami ask the world,TV_G,2 Seasons,"Comedy, Family, Kids",5.7,ruby turner,dakota lotus,olivia sanabia,albert tsai,paxton booth,rebecca metz,
Movie,morning light,PG,99 min,"Documentary, Sports",5.7,patrick warburton,,,,,,
Movie,race to witch mountain,PG,100 min,"Action, Adventure, Family, Sci_Fi",5.7,dwayne johnson,annasophia robb,carla gugino,ciarã¡n hinds,alexander ludwig,tom scott,
Movie,cars toons: bugged,TV_G,2 min,"Animation, Family",5.7,jerome ranft,josh cooley,,,,,
Movie,101 dalmatians,G,81 min,"Action, Adventure, Animation, Family",5.7,rod taylor,j. pat o'malley,betty gerson,cate bauer,ben wright,fred worlock,
Movie,101 dalmatians ii: patch's london adventure,G,77 min,"Action, Adventure, Animation",5.7,barry bostwick,jason alexander,martin short,bobby lockwood,susanne blakeslee,samuel west,
TV Show,best friends whenever,TV_G,2 Seasons,"Buddy, Comedy, ComingOfAge",5.7,lauren taylor,shelby bender,gus kamp,ricky garcia,benjamin royer,matthew royer,
Movie,chicken little,G,84 min,"Animation, Comedy, Disaster",5.7,zach braff,garry marshall,don knotts,patrick stewart,amy sedaris,steve zahn,
TV Show,disney mickey mouse clubhouse,TV_Y,5 Seasons,"Animation, Kids",5.7,wayne allwine,jim cummings,russi taylor,tony anselmo,bill farmer,tress macneille,
Movie,full_court miracle,TV_G,95 min,"ComingOfAge, Drama, Sports",5.7,alex linz,r.h. thomson,sean marquette,jase blankfort,erik knudsen,david sazant,
Movie,gus,G,97 min,"Animals_Nature, Comedy, Family",5.7,edward asner,don knotts,gary grimes,tim conway,liberty williams,dick van patten,
Movie,mighty joe young,PG,116 min,"Action, Adventure, Animals_Nature, Family",5.7,bill paxton,charlize theron,rade å erbedå¾ija,regina king,peter firth,naveen andrews,
Movie,return from witch mountain,G,94 min,"Action, Adventure, Family, Sci_Fi",5.7,bette davis,christopher lee,kim richards,ike eisenmann,jack soo,anthony james,
Movie,stepsister from planet weird,TV_G,86 min,"Comedy, Family, Sci_Fi",5.7,courtnee draper,tamara hope,lance guest,khrystyne haje,vanessa chester,myles jeffrey,
Movie,the ghosts of buxley hall,TV_PG,93 min,"Comedy, Family, Fantasy",5.7,dick o'neill,victor french,louise latham,rad daly,monte markham,ruta lee,
Movie,the million dollar duck,G,93 min,"Comedy, Family",5.7,dean jones,sandy duncan,joe flynn,tony roberts,james gregory,lee montgomery,
Movie,the santa clause 2,G,106 min,"Comedy, Family, Fantasy",5.7,tim allen,judge reinhold,wendy crewson,elizabeth mitchell,david krumholtz,eric lloyd,
Movie,the ultimate christmas present,TV_G,81 min,"Comedy, ComingOfAge, Fantasy",5.7,hallee hirsh,spencer breslin,hallie todd,brenda song,john salley,susan ruttan,
Movie,twitches,TV_PG,87 min,"Comedy, Fantasy",5.7,tia mowry,tamera mowry,kristen wilson,patrick fabian,pat kelly,jennifer robertson,
Movie,zenon: the zequel,TV_G,89 min,"Comedy, Sci_Fi",5.7,kirsten storms,lauren maltby,phillip rhys,holly fulger,stuart pankin,robert curtis brown,
Movie,lady and the tramp ii: scamp's adventure,G,73 min,"Action, Adventure, Animation, ComingOfAge",5.7,scott wolf,alyssa milano,chazz palminteri,jeff bennett,jodi benson,bill fagerbakke,
Movie,ernest saves christmas,PG,91 min,Comedy,5.6,jim varney,noelle parker,douglas seale,,,,
Movie,far away from ravenâ€™s home,TV_G,11 min,Comedy,5.6,raven_symonã©,issac ryan brown,navia robinson,jason maybaum,sky katz,anneliese van der pol,
Movie,the pacifier,PG,97 min,"Action, Adventure, Comedy, Spy",5.6,vin diesel,lauren graham,faith ford,brittany snow,max thieriot,chris potter,
Movie,fantastic four: rise of the silver surfer,PG,93 min,"Action, Adventure, Family, Sci_Fi",5.6,ioan gruffudd,jessica alba,chris evans,michael chiklis,julian mcmahon,kerry washington,
Movie,high school musical: the musical: the holiday special,TV_G,46 min,"Drama, Music, Romance",5.6,olivia rodrigo,joshua bassett,sofia wylie,matt cornett,larry saperstein,julia lester,
Movie,star wars: galaxy's edge_adventure awaits,TV_PG,81 min,"Documentary, Family",5.6,neil harris,kaley cuoco,oscar isaac,sarah hyland,keegan_michael key,jay leno,
Movie,ice age: collision course,PG,97 min,"Action, Adventure, Animation, Comedy",5.6,ray romano,john leguizamo,denis leary,adam devine,jesse ferguson,max greenfield,
Movie,america's greatest animals,TV_PG,90 min,"Animals_Nature, Documentary, Family",5.6,bray poor,casey anderson,brady barr,andy casagrande,mireya mayor,,
Movie,disney avalon high,TV_G,91 min,"ComingOfAge, Fantasy",5.6,britt robertson,gregg sulkin,joey pollari,devon graye,molly quinn,don lake,
TV Show,disney jake and the never land pirates,TV_Y,4 Seasons,"Action, Adventure, Animation, Fantasy",5.6,madison pettis,colin ford,jonathan heit,david arquette,corey burton,,
Movie,go figure,TV_G,89 min,"ComingOfAge, Sports",5.6,jordan hinson,whitney sloan,cristine rose,,,,
Movie,gotta kick it up,TV_G,85 min,"ComingOfAge, Dance, Drama",5.6,camille guaty,america ferrera,jhoanna flores,suilma rodriguez,sabrina wiener,miguel sandoval,
Movie,herbie goes to monte carlo,G,105 min,"Action, Adventure, Comedy, Family",5.6,dean jones,don knotts,julie sommars,jacques marin,roy kinnear,bernard fox,
Movie,herbie rides again,G,89 min,"Comedy, Family, Romantic Comedy",5.6,helen hayes,ken berry,stefanie powers,john mcintire,keenan wynn,huntz hall,
Movie,life with mikey,PG,92 min,"Buddy, Comedy, ComingOfAge",5.6,michael fox,nathan lane,cyndi lauper,david krumholtz,david huddleston,christina vidal,
Movie,mulan ii,G,82 min,"Action, Adventure, Animation, Family",5.6,ming_na wen,b.d. wong,mark moseley,lucy liu,harvey fierstein,sandra oh,
Movie,olaf's frozen adventure,G,25 min,"Animation, Comedy, Family",5.6,josh gad,idina menzel,kristen bell,jonathan groff,chris williams,john de lancie,
Movie,pixel perfect,TV_G,90 min,"Comedy, ComingOfAge, Music",5.6,ricky ullman,leah pipes,spencer redford,chris williams,tania gunadi,porscha coleman,
Movie,planet of the birds,TV_PG,45 min,"Animals_Nature, Documentary, Family",5.6,rodd houston,,,,,,
Movie,princess protection program,TV_G,90 min,"Buddy, Comedy, ComingOfAge",5.6,demi lovato,selena gomez,nicholas braun,molly hagan,johnny rodriguez,jamie chung,
Movie,sharks of lost island,TV_PG,45 min,"Action, Adventure, Animals_Nature, Documentary",5.6,chris mclinden,,,,,,
TV Show,silver surfer,TV_Y7,1 Season,"Action, Adventure, Animation, Kids",5.6,paul essiembre,james blendick,robert bockstael,jennifer daley,colin fox,,
Movie,sister act 2: back in the habit,PG,108 min,"Comedy, Family, Music",5.6,whoopi goldberg,kathy najimy,barnard hughes,mary wickes,james coburn,michael jeter,
Movie,twitches too,TV_PG,84 min,"Comedy, Fantasy",5.6,tia mowry,tamera mowry,kristen wilson,patrick fabian,pat kelly,leslie seiler,
TV Show,disney fancy nancy,TV_PG,3 Seasons,"Animation, Kids",5.5,mia jenness,alyson hannigan,rob riggle,spencer moss,dana heath,,
TV Show,pj masks,TV_Y7,5 Seasons,"Action, Adventure, Animation, Kids",5.5,kyle breitkopf,jacob ursomarzo,addison holley,,,,
Movie,the croc that ate jaws,TV_14,44 min,"Animals_Nature, Documentary",5.5,dan nachtrab,,,,,,
Movie,ewoks: the battle for endor,TV_PG,97 min,"Action, Adventure, Fantasy, Sci_Fi",5.5,wilford brimley,warwick davis,aubree miller,siã¢n phillips,carel struycken,niki botelho,
Movie,cheaper by the dozen 2,PG,95 min,"Comedy, Family",5.5,steve martin,eugene levy,bonnie hunt,tom welling,piper perabo,carmen electra,
TV Show,disney fam jam,TV_G,1 Season,"Family, GameShow, Reality",5.5,phil wright,ariel martin,trevor tordjman,,,,
Movie,buried truth of the maya,TV_PG,48 min,"Documentary, Historical",5.5,josh bernstein,,,,,,
Movie,the nutcracker and the four realms,PG,101 min,"Action, Adventure, Family, Fantasy",5.5,keira knightley,mackenzie foy,eugenio derbez,jayden fowora_knight,matthew macfadyen,richard grant,
TV Show,fancy nancy (shorts),TV_Y,1 Season,"Animation, Kids",5.5,mia sinclair jenness,dana heath,spencer moss,alyson hannigan,,,
Movie,marvel's iron man & captain america: heroes united,PG,72 min,"Action, Adventure, Animation, Sci_Fi",5.5,adrian pasdar,roger smith,fred tatasciore,david kaye,liam o'brien,clancy brown,
Movie,the big green,PG,100 min,"Comedy, Family, Sports",5.5,steve guttenberg,olivia d'abo,jay sanders,john terry,chauncey leopardi,patrick renna,
Movie,tarzan ii,G,75 min,"Action, Adventure, Animation, ComingOfAge",5.5,harrison chad,george carlin,brad garrett,ron perlman,estelle harris,glenn close,
Movie,women of impact: changing the world,TV_PG,44 min,"Documentary, Historical",5.5,julianna margulies,,,,,,
Movie,george of the jungle,PG,93 min,"Action, Adventure, Comedy, Family",5.5,brendan fraser,leslie mann,thomas church,richard roundtree,greg cruttwell,abraham benrubi,
Movie,the boy who talked to badgers,TV_PG,90 min,"Action, Adventure, Animals_Nature, Drama",5.5,carl betz,salome jens,christian juttner,robert donner,denver pyle,stuart lee,
Movie,the wonderful world of disney presents the little mermaid live!,TV_PG,84 min,"ConcertFilm, Family, Fantasy",5.5,auli'i cravalho,queen latifah,shaggy ,john stamos,graham phillips,amber riley,
Movie,buffalo dreams,TV_G,90 min,"Buddy, ComingOfAge, Drama",5.5,reiley mcclendon,simon baker,graham greene,tessa vonn,max van ville,chris hunter,
Movie,fuzzbucket,TV_G,46 min,"Buddy, Comedy, ComingOfAge",5.5,chris hebert,phil fondacaro,joe regalbuto,wendy phillips,robyn lively,john vernon,
TV Show,handy manny,TV_Y,3 Seasons,"Animation, Kids",5.5,wilmer valderrama,carlos alazraqui,dee baker,nika futterman,tom kenny,kath soucie,
Movie,high school musical,TV_G,100 min,"ComingOfAge, Musical, Romance",5.5,zac efron,vanessa hudgens,ashley tisdale,lucas grabeel,alyson reed,corbin bleu,
Movie,i'll be home for christmas,PG,87 min,"Action, Adventure, Comedy, ComingOfAge",5.5,jonathan thomas,jessica biel,adam lavorgna,gary cole,eve gordon,lauren maltby,
TV Show,my friends tigger & pooh,TV_Y,2 Seasons,"Animation, Kids",5.5,jim cummings,,,,,,
Movie,quints,TV_G,83 min,"Comedy, ComingOfAge",5.5,kimberly brown,daniel roebuck,elizabeth morehead,shadia simmons,jake epstein,vince corazza,
Movie,read it and weep,TV_G,85 min,"Comedy, ComingOfAge, Drama",5.5,kay panabaker,jason dolley,robin riker,tom virtue,alexandra krosney,danielle panabaker,
Movie,stuck in the suburbs,TV_G,79 min,"Comedy, ComingOfAge, Music",5.5,danielle panabaker,brenda song,amanda shaw,cici hedgepeth,jennie garland,ryan belleville,
Movie,sultan and the rock star,TV_PG,47 min,"Action, Adventure, Animals_Nature, Family",5.5,timothy hutton,ken swofford,bruce glover,ned romero,richard paul,pat delany,
Movie,the brave little toaster goes to mars,TV_G,73 min,"Action, Adventure, Animation, Kids",5.5,deanna oliver,tim stack,roger kabler,thurl ravenscroft,eric lloyd,farrah fawcett,
Movie,the little mermaid ii:  return to the sea,G,77 min,"Animation, Drama, Fantasy",5.5,jodi benson,samuel wright,tara charendoff,pat carroll,buddy hackett,kenneth mars,
Movie,the lizzie mcguire movie,PG,95 min,"Comedy, ComingOfAge, Family",5.5,hilary duff,adam lamberg,robert carradine,hallie todd,jake thomas,yani gellman,
Movie,tom and huck,PG,92 min,"Action, Adventure, Comedy, ComingOfAge",5.5,jonathan thomas,brad renfro,eric schweig,charles rocket,amy wright,michael mcshane,
Movie,valiant,G,76 min,"Action, Adventure, Animation, Comedy",5.5,ewan mcgregor,ricky gervais,tim curry,jim broadbent,hugh laurie,john cleese,
Movie,white fang 2: myth of the white wolf,PG,106 min,"Action, Adventure, Animals_Nature, Drama",5.4,scott bairstow,charmaine craig,alfred molina,geoffrey lewis,al harrington,anthony michael ruivivar,
TV Show,future_worm!,TV_Y7,1 Season,"Family, Kids",5.4,andy milonakis,james adomian,corey burton,melanie lynskey,ryan quincy,neil degrasse tyson,
Movie,man of the house,PG,97 min,"Comedy, ComingOfAge, Crime",5.4,chevy chase,farrah fawcett,jonathan taylor thomas,george wendt,,,
Movie,max keeble's big move,PG,88 min,"Comedy, Family",5.4,alex d. linz,larry miller,jamie kennedy,zena grey,josh peck,nora dunn,
TV Show,violetta,TV_G,3 Seasons,"ComingOfAge, Drama, Music",5.4,diego ramos,martina stoessel,pablo espinosa,jorge blanco,mercedes lambre,nicolã¡s garnier,
Movie,d3: the mighty ducks,PG,104 min,"Comedy, ComingOfAge, Drama",5.4,emilio estevez,jeffrey nordling,david selby,heidi kling,joshua jackson,elden ratliff,
TV Show,marvel's future avengers,TV_Y7,2 Seasons,"Action, Adventure, Animation, Anime",5.4,è‹±å¸ èš±è¼ª,ä¸€åš ä¸­è°·,åº·ä¹‹ åš ç€¬,å¥ä¸€éƒž æ¾ç”°,ã‹ãšã‚š æ°´æ©‹,å²çµµ æ°´æ²¢,
Movie,mars needs moms,PG,91 min,"Action, Adventure, Animation, Family",5.4,seth green,dan fogler,elizabeth harnois,mindy sterling,kevin cahoon,joan cusack,
Movie,cadet kelly,TV_G,100 min,"Comedy, ComingOfAge",5.4,hilary duff,christy romano,shawn ashmore,aimee garcia,linda kash,nigel hamer,
Movie,casebusters,TV_PG,46 min,"Drama, Family, Mystery",5.4,pat hingle,noah hathaway,virginya keehne,gary riley,ebbe smith,sharon barr,
Movie,johnny kapahala: back on board,TV_G,93 min,"ComingOfAge, Drama, Sports",5.4,brandon baker,robyn lively,mary keller,yuji okumoto,jonathan mcdaniel,andrew allen,
Movie,ready to run,TV_G,89 min,"Animals_Nature, ComingOfAge, Family",5.4,krissy perez,jason dohring,lillian hurst,jon brazier,nestor serrano,theresa saldana,
Movie,return to halloweentown,TV_PG,89 min,"Family, Fantasy",5.4,sara paxton,judith hoag,lucas grabeel,j. zimmerman,kristy wu,keone young,
Movie,the young black stallion,G,51 min,"Action, Adventure, Animals_Nature, Drama",5.4,richard romanus,biana tamimi,patrick elyas,gerard rudolf,ali ameri,andries rossouw,
Movie,three men and a little lady,PG,104 min,"Buddy, Comedy, Romance",5.4,tom selleck,steve guttenberg,ted danson,nancy travis,christopher cazenove,fiona shaw,
Movie,"up, up and away",TV_G,78 min,"Comedy, ComingOfAge, Fantasy",5.4,robert townsend,michael pagan,alex datcher,sherman hemsley,kevin connolly,olivia burnette,
Movie,the search for santa paws,G,101 min,"Drama, Family, Fantasy",5.3,resse alexander,diedrich bader,sahar biniaz,jan boss,ameko eks mass carroll,melody choi,
TV Show,impact with gal gadot,TV_14,1 Season,Docuseries,5.3,gal gadot,,,,,,
TV Show,gabby duran and the unsittables,TV_G,2 Seasons,"Comedy, Family, Sci_Fi",5.3,kylie cantrall,maxwell donovan,callan farris,coco christo,valery ortiz,nathan lovejoy,
Movie,shark vs. whale,TV_PG,44 min,"Animals_Nature, Documentary",5.3,ted stewart,,,,,,
Movie,orca vs. great white,TV_14,44 min,"Animals_Nature, Documentary",5.3,kina scollay,ingrid visser,ray robertson,,,,
Movie,caravan of courage: an ewok adventure,TV_PG,97 min,"Action, Adventure, Fantasy, Sci_Fi",5.3,eric walker,warwick davis,fionnula flanagan,guy boyd,aubree miller,daniel frishman,
Movie,upside_down magic,TV_PG,97 min,"ComingOfAge, Fantasy",5.3,izabela rose,siena agudong,kyle howard,elie samouhi,alison fernandez,max torina,
Movie,disney den brother,TV_G,90 min,"Comedy, ComingOfAge",5.3,hutch dano,g. hannelius,maurice godin,david lambert,kelsy chow,debra mooney,
TV Show,disney fast layne,TV_G,1 Season,"Action, Adventure, Animation, Comedy",5.3,sophie pollono,sofia rosinsky,brandon rossel,winslow fegley,,,
Movie,disney girl vs. monster,TV_PG,90 min,"Action, Adventure, Comedy, Fantasy",5.3,olivia holt,kerris dorsey,brendan meyer,katherine mcnamara,adam chambers,tracy dawson,
Movie,flubber,PG,96 min,"Comedy, Family, Sci_Fi",5.3,robin williams,marcia harden,christopher mcdonald,raymond barry,clancy brown,ted levine,
Movie,hatching pete,TV_G,90 min,"Comedy, ComingOfAge",5.3,jason dolley,mitchel musso,tiffany thornton,josie loren,sean o'bryan,amy farrington,
Movie,home on the range,PG,82 min,"Animation, Comedy, Family",5.3,roseanne barr,judi dench,jennifer tilly,steve buscemi,g.w. bailey,cuba gooding jr.,
Movie,how to build a better boy,TV_G,94 min,"Action, Adventure, Comedy, Sci_Fi",5.3,ashley argota,roger bart,kelli berglund,noah centineo,china mcclain,matt shively,
Movie,jump in!,TV_G,86 min,"ComingOfAge, Dance, Sports",5.3,corbin bleu,david reivers,shanica knowles,laivan greene,kylee russell,patrick johnson jr.,
Movie,marvel rising: secret warriors,TV_Y7_FV,80 min,"Action, Adventure, Animation, ComingOfAge",5.3,dee baker,chloe bennet,kathreen khavari,andrew kishino,meera kumbhani,kamil mcfadden,
Movie,robin hood,G,85 min,"Action, Adventure, Animation, Family",5.3,roger miller,peter ustinov,terry_thomas ,brian bedford,monica evans,phil harris,
Movie,the jungle book 2,G,77 min,"Action, Adventure, Animation, Kids",5.3,john goodman,haley osment,mae whitman,connor funk,bob joles,tony jay,
Movie,the proud family movie,TV_G,95 min,"Animation, Comedy, Family",5.3,tommy davidson,kyla pratt,paula parker,jo payton,orlando brown,soleil frye,
Movie,wendy wu: homecoming warrior,TV_PG,91 min,"Action, Adventure, ComingOfAge, Fantasy",5.3,brenda song,shin koyamada,susan chuang,justin chon,michael cheng,andy fischer_price,
Movie,aquamarine,PG,104 min,"Comedy, ComingOfAge, Fantasy",5.3,jake mcdorman,arielle kebbel,claudia karvan,bruce spence,tammin sursok,roy billing,
Movie,pixar 2021 disney+ day special,G,5 min,Movies,5.2,pete docter,larry the cable guy,jack dylan grazer,domee shi,angus maclane,,
Movie,alvin and the chipmunks,PG,91 min,"Animation, Comedy, Family",5.2,jason lee,david cross,cameron richardson,jane lynch,justin long,matthew gray gubler,
TV Show,life below zero: next generation,TV_14,2 Seasons,"Action, Adventure, Animals_Nature, Docuseries",5.2,mocean melvin,,,,,,
TV Show,mickey mouse funhouse,TV_Y,1 Season,"Animation, Kids",5.2,bret iwan,kaitlyn robrock,bill farmer,tony anselmo,tress macneille,harvey guillã©n,
Movie,walking with dinosaurs: the movie,PG,88 min,"Action, Adventure, Family, Fantasy",5.2,john leguizamo,justin long,tiya sircar,skyler stone,angourie rice,charlie rowe,
TV Show,special agent oso,TV_Y,2 Seasons,"Action, Adventure, Animation, Kids",5.2,sean astin,meghan strange,gary anthony williams,amber hood,cam clarke,phill lewis,
Movie,marvel rising: operation shuri,TV_Y7,23 min,"Action, Adventure, Animation, ComingOfAge",5.2,dee baker,dove cameron,jessica dicicco,skai jackson,kathreen khavari,daisy lightfoot,
Movie,marvel rising: battle of the bands,TV_Y7,23 min,"Action, Adventure, Animation, Superhero",5.2,dee baker,dove cameron,skai jackson,kathreen khavari,kamil mcfadden,tyler posey,
Movie,marvel rising: chasing ghosts,TV_Y7_FV,24 min,"Action, Adventure, Animation, Superhero",5.2,dee baker,chloe bennet,dove cameron,skai jackson,kathreen khavari,kamil mcfadden,
Movie,marvel rising: heart of iron,TV_Y7,46 min,"Action, Adventure, Animation, ComingOfAge",5.2,dee baker,chloe bennet,dove cameron,robbie daymond,kathreen khavari,daisy lightfoot,
Movie,babes in toyland,TV_PG,106 min,"Family, Fantasy, Musical",5.2,ray bolger,tommy sands,annette funicello,ed wynn,tommy kirk,kevin corcoran,
Movie,blank check,PG,94 min,"Comedy, Family",5.2,brian bonsall,karen duffy,miguel ferrer,james rebhorn,tone låc,jayne atkinson,
Movie,camp rock 2: the final jam,TV_G,101 min,"ComingOfAge, Music, Musical",5.2,demi lovato,joe jonas,nick jonas,kevin jonas,daniel fathers,daniel kash,
Movie,earth live,TV_PG,94 min,"Animals_Nature, Documentary, Family",5.2,jane lynch,phil keoghan,chris packham,,,,
Movie,first kid,PG,102 min,"Buddy, Comedy, ComingOfAge",5.2,sinbad ,robert guillaume,timothy busfield,brock pierce,james naughton,art fleur,
TV Show,star wars forces of destiny (shorts),TV_Y7,2 Seasons,"Action, Adventure, Animation, Anthology",5.2,ashley eckstein,matt lanter,"c1_10p a.k.a. ""chopper"" ",john boyega,vanessa marshall,felicity jones,
